GTCBSA,Count,EPOP,P10wage,Union,Unemp,Name
10580,359,80.59196991635245,12.137668982296496,33.76380205154419,2.63194739818573,"Albany-Schenectady-Troy, NY"
10740,1380,77.22387554304933,10.734826360109398,8.999846130609512,3.2405123114585876,"Albuquerque, NM"
12060,2787,81.6256582736969,11.22676116310731,4.258915036916733,2.861403115093708,"Atlanta-Sandy Springs-Marietta, GA"
12420,1038,82.2737196920917,11.057835814919947,3.041069768369198,2.1704018115997314,"Austin-Round Rock-San Marcos, TX"
12540,302,66.90368800824632,10.599819894324048,19.17772740125656,9.57183837890625,"Bakersfield-Delano, CA"
12580,1181,81.18678743863474,12.16485858983148,12.053236365318298,3.4748613834381104,"Baltimore-Towson, MD"
12940,769,79.09964957106712,10.564339926380931,4.004212468862534,3.2160215079784393,"Baton Rouge, LA"
13740,547,84.07964769876645,11.853009839208434,12.68882155418396,2.929023839533329,"Billings, MT"
13820,919,73.98375798146908,10.694885262521144,11.733197420835495,3.479926288127899,"Birmingham-Hoover, AL"
14260,1315,81.4937015382326,11.262313445069168,4.10507507622242,2.19527967274189,"Boise City-Nampa, ID"
14460,3602,83.63051414489746,13.05647135336624,12.037485092878342,2.9117727652192116,"Boston-Cambridge-Quincy, MA-NH"
14860,478,83.01315017193738,11.555187845368698,13.701653480529785,3.8547784090042114,"Bridgeport-Stamford-Norwalk, CT"
15380,424,79.27505659716442,11.39754949964753,21.600639820098877,3.6113642156124115,"Buffalo-Niagara Falls, NY"
15540,930,85.92043762430846,13.000255042686092,11.994532495737076,1.7719600349664688,"Burlington-South Burlington, VT"
16620,357,71.5050341549569,10.25911002112144,9.762387722730637,5.382524058222771,"Charleston, WV"
16700,490,78.5636701385951,11.534448726461042,1.304765697568655,1.5618364326655865,"Charleston-North Charleston-Summerville, SC"
16740,1209,80.99535689618598,10.855023675761233,4.673834890127182,2.6839617639780045,"Charlotte-Gastonia-Rock Hill, NC-SC"
16860,305,79.18777553110495,10.794941474187961,5.7798705995082855,3.8946159183979034,"Chattanooga, TN-GA"
16980,4091,79.64133620262146,11.12326857327078,14.308413863182068,3.6912839859724045,"Chicago-Joliet-Naperville, IL-IN-WI"
17140,978,82.85874883210438,11.893200608458773,11.159396916627884,2.0265182480216026,"Cincinnati-Middletown, OH-KY-IN"
17460,849,76.80335421427145,11.789931440367292,15.612085163593292,4.748096317052841,"Cleveland-Elyria-Mentor, OH"
17900,526,77.69430480320388,11.896347715221085,4.440126940608025,2.783937379717827,"Columbia, SC"
18140,806,80.91685569304803,10.937231685590174,10.025689005851746,3.318001702427864,"Columbus, OH"
19100,3167,81.04472160339355,11.148574410941169,5.389170721173286,2.9802700504660606,"Dallas-Fort Worth-Arlington, TX"
19740,1405,85.82923471576875,12.453109419890305,7.676409929990768,2.5642599910497665,"Denver-Aurora-Broomfield, CO"
19780,518,88.88259164943848,12.230949860276032,9.914394468069077,1.8668610602617264,"Des Moines-West Des Moines, IA"
19820,1785,77.82449722290039,11.179364205056977,18.02106946706772,3.5917978733778,"Detroit-Warren-Livonia, MI"
20100,375,79.10542627566134,10.46543438217805,10.62975600361824,4.058358445763588,"Dover, DE"
21340,303,72.64607228600043,9.149995591862933,9.234639257192612,5.680961534380913,"El Paso, TX"
22020,784,87.59241218027262,11.576701862555245,6.807486712932587,2.211626246571541,"Fargo, ND-MN"
22220,632,80.17517758963734,10.947240284270631,1.6735685989260674,2.2615984082221985,"Fayetteville-Springdale-Rogers, AR-MO"
23420,352,66.79911351470918,10.93413274298518,12.775354087352753,7.210563123226166,"Fresno, CA"
24340,453,82.38675748950597,12.180443489929608,9.29042249917984,3.1445305794477463,"Grand Rapids-Wyoming, MI"
24860,526,78.09861147902527,11.374510604688153,2.4113310500979424,2.6714274659752846,"Greenville-Mauldin-Easley, SC"
25180,313,79.11387499347123,11.821330851158063,7.976314425468445,4.3343618512153625,"Hagerstown-Martinsburg, MD-WV"
25540,641,80.78930862445203,12.639776595252298,18.591400980949402,3.176991268992424,"Hartford-West Hartford-East Hartford, CT"
26420,2743,77.15521454811096,10.090912515683614,4.339946433901787,3.7010621279478073,"Houston-Sugar Land-Baytown, TX"
26580,394,72.49272010502959,10.431407115932334,9.805348515510559,4.5393794775009155,"Huntington-Ashland, WV-KY-OH"
26620,378,76.63964558840256,10.353272591704524,7.208169251680374,4.38946820795536,"Huntsville, AL"
26900,1084,83.13970357904897,11.333713448195688,8.592136949300766,2.5455858558416367,"Indianapolis-Carmel, IN"
27140,643,79.22685958951409,9.649321628841054,3.6895208060741425,2.3477882146835327,"Jackson, MS"
27260,590,80.23986863688842,11.722371242186092,9.441956132650375,3.3988557755947113,"Jacksonville, FL"
27980,342,82.88056113907987,11.069488269391002,24.358470737934113,2.894197218120098,"Kahului-Wailuku-Lahaina, HI"
28140,1343,84.13748456910021,11.898911122438202,9.694062918424606,2.649597078561783,"Kansas City, MO-KS"
28940,422,80.87214282774998,10.121181534993061,5.209219083189964,2.9554717242717743,"Knoxville, TN"
29180,413,74.55146854553564,10.297382730255022,3.635520115494728,5.067672580480576,"Lafayette, LA"
29820,1864,78.54754328727722,10.74262960988714,15.308420360088348,4.086436331272125,"Las Vegas-Paradise, NV"
30780,880,78.80899014285531,10.498059852804225,4.566233605146408,2.852735109627247,"Little Rock-North Little Rock-Conway, AR"
31080,5646,77.61861085891724,11.203069011496682,14.410239458084106,3.723817691206932,"Los Angeles-Long Beach-Anaheim, CA"
31140,727,81.41023250283212,11.620167765156397,12.766291201114655,3.510476276278496,"Louisville/Jefferson County, KY-IN"
31540,327,88.83645031213192,13.105974449547219,8.048394322395325,1.1635655537247658,"Madison, WI"
31700,834,83.17885841434348,12.322102515890501,13.42085748910904,2.583371475338936,"Manchester-Nashua, NH"
32820,820,76.98604970811246,10.254170156367373,8.416824787855148,3.713763877749443,"Memphis, TN-MS-AR"
33100,2332,79.95343208312988,9.89906492822806,5.680510774254799,3.3603984862565994,"Miami-Fort Lauderdale-Pompano Beach, FL"
33340,771,84.0001182898828,12.40998145010656,7.819357514381409,3.0552227050065994,"Milwaukee-Waukesha-West Allis, WI"
33460,1790,87.15723156929016,13.64280550251967,15.632440149784088,2.411799691617489,"Minneapolis-St. Paul-Bloomington, MN-WI"
34060,324,79.92324733581691,10.945976920250574,8.724634349346161,2.7864355593919754,"Morgantown, WV"
34980,1148,81.74603623511277,11.437617591546639,5.5109672248363495,1.8867632374167442,"Nashville-Davidson--Murfreesboro--Franklin, TN"
35300,461,80.09163036311072,13.047094894096325,19.37093287706375,5.420692637562752,"New Haven-Milford, CT"
35380,1065,79.26220747641864,10.057587360462092,6.02368451654911,2.9829252511262894,"New Orleans-Metairie-Kenner, LA"
35620,8174,78.47193479537964,11.490482085436318,21.73830419778824,3.4205935895442963,"New York-Northern New Jersey-Long Island, NY-NJ-PA"
36260,599,78.8757121002963,11.836732316374505,5.427036061882973,2.236824855208397,"Ogden-Clearfield, UT"
36420,958,78.41042640903208,11.004586585916131,6.15469254553318,3.3399518579244614,"Oklahoma City, OK"
36540,1160,85.36357933267489,12.134078400120424,8.610019087791443,2.759469486773014,"Omaha-Council Bluffs, NE-IA"
36740,1025,79.60632924607684,10.222017959253252,4.906842112541199,2.7245402336120605,"Orlando-Kissimmee-Sanford, FL"
37980,3268,80.08522987365723,11.755873926189631,13.738100230693817,4.108202084898949,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
38060,1957,77.47998833656311,11.92151143064868,4.206294566392899,3.268207609653473,"Phoenix-Mesa-Glendale, AZ"
38220,347,72.96589404833519,10.133041283576494,4.61396649479866,2.7993831783533096,"Pine Bluff, AR"
38300,989,80.49796882342632,12.132232898756909,16.435791552066803,3.8390815258026123,"Pittsburgh, PA"
38860,682,86.35274202832879,12.460443937081445,13.019174337387085,1.5515326522290707,"Portland-South Portland-Biddeford, ME"
38900,1689,80.88963627815247,12.451021942476727,14.528335630893707,3.9137374609708786,"Portland-Vancouver-Hillsboro, OR-WA"
39300,1977,79.6460509300232,11.899695146087943,15.942679345607758,3.361048549413681,"Providence-New Bedford-Fall River, RI-MA"
39340,465,78.36187438438408,12.745115728169884,4.232854396104813,2.6982728391885757,"Provo-Orem, UT"
39580,748,82.92311335260376,11.10755047742262,2.637834846973419,2.6521110907197,"Raleigh-Cary, NC"
40060,554,79.1233284873219,11.455678079814707,4.62307371199131,3.7462569773197174,"Richmond, VA"
40140,1688,74.40036535263062,11.181807762461773,21.59913182258606,3.5253435373306274,"Riverside-San Bernardino-Ontario, CA"
40380,433,75.91666216755425,12.049386158209016,18.311141431331635,6.138800829648972,"Rochester, NY"
40900,986,77.2204408430841,12.478342153211816,20.32015770673752,2.8933085501194,"Sacramento--Arden-Arcade--Roseville, CA"
41180,1353,81.93959984729837,11.150347058184087,12.796233594417572,3.321760520339012,"St. Louis, MO-IL"
41540,455,81.3236927534255,10.430159958551755,13.970257341861725,2.2263914346694946,"Salisbury, MD"
41620,1233,82.45666549652756,12.429583014455341,3.891073539853096,2.520568110048771,"Salt Lake City, UT"
41700,893,76.76887558786912,10.44689357172879,5.276498571038246,4.012038931250572,"San Antonio-New Braunfels, TX"
41740,1408,80.32848025333818,12.085045472759388,10.467828810214996,2.3953134194016457,"San Diego-Carlsbad-San Marcos, CA"
41860,2127,81.89465999603271,14.047298909212227,14.320175349712372,2.7285486459732056,"San Francisco-Oakland-Fremont, CA"
41940,953,81.6185988226307,14.89526965303884,9.17394906282425,3.525771200656891,"San Jose-Sunnyvale-Santa Clara, CA"
42660,2074,80.75202703475952,13.47257349371309,18.061460554599762,3.3027667552232742,"Seattle-Tacoma-Bellevue, WA"
43340,348,71.3694942443947,10.103105899847893,6.499981135129929,5.400945246219635,"Shreveport-Bossier City, LA"
43620,779,87.88308234629044,12.142397593309848,6.718858331441879,1.5787752345204353,"Sioux Falls, SD"
44140,329,76.38988113004535,11.67008693998488,19.20141726732254,3.9205625653266907,"Springfield, MA"
45300,1381,80.07387931664199,10.610162754510183,5.173010379076004,3.1794890761375427,"Tampa-St. Petersburg-Clearwater, FL"
46060,404,78.89750053607551,10.698571984447668,5.295708402991295,3.462519124150276,"Tucson, AZ"
46140,689,75.7468823465372,10.970973760494129,4.937415197491646,3.4558184444904327,"Tulsa, OK"
46520,1880,78.67490649223328,11.518248422348776,23.196369409561157,2.1576952189207077,"Urban Honolulu, HI"
47260,610,79.03242279533406,10.702793313510657,5.906898155808449,3.7961963564157486,"Virginia Beach-Norfolk-Newport News, VA-NC"
47900,6879,83.77501964569092,12.388502781187954,6.846601516008377,3.19642573595047,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
48620,508,80.47649145669796,11.206759355175716,7.6338030397892,3.9441484957933426,"Wichita, KS"
49340,587,81.84417225443977,12.533613716629324,14.180564880371094,4.056357964873314,"Worcester, MA"
