CZ90,Total,Age 0-17,Age 65+
4800.0,97828.7968,0.2359,0.1864
3003.0,582182.6995,0.2307,0.1755
2800.0,115518.8512,0.2436,0.1933
10400.0,144379.6191,0.2282,0.1991
3101.0,98635.12,0.2178,0.1926
3102.0,45908.7866,0.2138,0.202
2700.0,524237.1345,0.2254,0.1874
2900.0,184847.9126,0.232,0.1694
26102.0,46000.8808,0.2225,0.1996
26103.0,19042.2288,0.2178,0.2101
26104.0,13112.414,0.2117,0.2236
26105.0,10487.771,0.2117,0.2236
26107.0,38310.7914,0.2321,0.2065
29505.0,30210.397,0.2117,0.2236
29506.0,15996.281,0.2117,0.2236
26101.0,55105.946,0.2313,0.1975
24702.0,38593.7916,0.2255,0.1861
29601.0,371354.2094,0.2032,0.1672
29504.0,95755.8639,0.2292,0.2081
29800.0,164157.631,0.2133,0.2408
29902.0,54562.4631,0.2341,0.2242
29700.0,577968.7324,0.2199,0.1841
29602.0,89065.0617,0.1903,0.2632
24500.0,128239.3977,0.2143,0.1658
24600.0,149888.0917,0.2134,0.1942
25701.0,186460.7204,0.2247,0.1883
25702.0,68088.1612,0.2261,0.2143
34202.0,26413.1132,0.2142,0.2349
34502.0,21468.552,0.2185,0.2311
34503.0,159860.606,0.2051,0.2252
34504.0,176306.442,0.171,0.2238
34401.0,9942.4125,0.1687,0.26
34402.0,157909.6525,0.185,0.1627
34404.0,58152.5625,0.1687,0.26
34203.0,101688.368,0.2084,0.2134
34403.0,92784.7894,0.2085,0.2155
26408.0,12085.4632,0.2263,0.2238
34201.0,26501.176,0.2086,0.2399
34204.0,12499.266,0.2086,0.2399
34308.0,194723.9742,0.2251,0.1957
34309.0,4193.7428,0.2086,0.2399
26401.0,2825.47,0.2215,0.2154
26402.0,3084.307,0.2365,0.2146
26405.0,1685.0848,0.2365,0.2146
26406.0,12683.2722,0.2365,0.2146
26407.0,3580.8052,0.2365,0.2146
26409.0,11735.15,0.2412,0.2042
26411.0,35767.4415,0.2475,0.1766
34304.0,54232.832,0.2047,0.2234
34305.0,13119.5888,0.2365,0.2146
34306.0,1188.5866,0.2365,0.2146
34307.0,10922.9604,0.2365,0.2146
27001.0,12701.008,0.2228,0.2357
27003.0,4944.0456,0.221,0.2388
27701.0,61547.0292,0.221,0.2388
27702.0,114466.4524,0.2178,0.1986
27704.0,22534.1436,0.2673,0.2022
28303.0,1880.4276,0.221,0.2388
28304.0,7179.5414,0.2201,0.2382
27005.0,49451.3911,0.2576,0.1724
27801.0,55699.023,0.26,0.1903
27802.0,62594.2382,0.2564,0.194
28002.0,22780.863,0.26,0.1903
27002.0,8605.3074,0.2504,0.1873
27903.0,85845.8486,0.2504,0.1873
28305.0,11544.8809,0.2486,0.19
28608.0,63447.7082,0.2194,0.2026
28306.0,34946.2625,0.2171,0.2363
28607.0,17647.9125,0.2171,0.2363
28609.0,44588.0587,0.2173,0.2273
27901.0,41287.8992,0.2179,0.2033
29102.0,9159.9133,0.2261,0.2113
27902.0,24800.1726,0.233,0.2179
28101.0,393386.2215,0.2212,0.1653
28102.0,38546.0047,0.233,0.2179
37604.0,658380.1132,0.197,0.1996
37601.0,72047.9001,0.2131,0.2181
37602.0,24510.7587,0.2131,0.2181
37902.0,4657.2297,0.2131,0.2181
20301.0,96256.187,0.1787,0.2309
20302.0,283822.9695,0.1625,0.2481
20700.0,122839.2176,0.1675,0.2484
19700.0,6166245.0,0.2087,0.1852
19600.0,6619730.0,0.2181,0.168
19500.0,1313596.0,0.227,0.2183
34901.0,953282.948,0.2003,0.1953
34801.0,43365.0848,0.1984,0.2336
34802.0,254812.074,0.1617,0.2769
30701.0,125660.3176,0.2509,0.1571
30702.0,5971.0586,0.2329,0.1787
30901.0,75411.312,0.2381,0.1763
34803.0,9140.6822,0.2329,0.1787
34804.0,3970.0336,0.2329,0.1787
30602.0,86286.64,0.1955,0.2538
30603.0,11342.518,0.1955,0.2538
30604.0,56590.8145,0.1955,0.2538
34902.0,19745.0275,0.1955,0.2538
30601.0,1108073.9516,0.246,0.1462
30801.0,115619.8728,0.2698,0.1403
18300.0,246148.0,0.2189,0.1809
18400.0,161896.6779,0.1724,0.223
18500.0,106687.3221,0.2073,0.212
18600.0,1145331.2415,0.1813,0.2088
17700.0,1064527.9374,0.1993,0.2046
17800.0,149132.992,0.1801,0.2432
18000.0,2370108.0,0.1963,0.2081
17900.0,282254.5402,0.1862,0.2217
18100.0,337667.1056,0.1817,0.2117
18201.0,178145.1954,0.194,0.2219
16500.0,604625.2376,0.1991,0.2231
19300.0,976968.1576,0.2096,0.1857
19400.0,12510076.8424,0.1994,0.1812
601.0,93566.2789,0.1816,0.2273
1001.0,90927.982,0.1465,0.2371
1002.0,167335.451,0.1741,0.2246
401.0,597367.1324,0.2141,0.1908
602.0,61910.9169,0.188,0.2354
500.0,1285765.3023,0.2115,0.1859
1701.0,2448354.0902,0.2163,0.1524
1702.0,64935.2456,0.2136,0.2099
2600.0,120176.8187,0.1918,0.241
2000.0,1260289.7606,0.2169,0.1676
1900.0,666532.7207,0.2183,0.1737
2100.0,120841.1776,0.1678,0.2794
1600.0,232205.4663,0.2215,0.1945
1100.0,491885.3733,0.209,0.1939
1203.0,519700.3968,0.1757,0.2452
1202.0,67752.9522,0.1641,0.2694
700.0,476039.8456,0.2288,0.1712
800.0,507826.5634,0.2121,0.1921
900.0,2401433.4957,0.2273,0.1453
1400.0,721942.4554,0.2406,0.1702
1800.0,231373.0,0.2389,0.1861
1500.0,561417.5446,0.1773,0.2425
26202.0,2291.634,0.2684,0.1442
26403.0,3684.588,0.2684,0.1442
26404.0,7684.8461,0.2441,0.1725
26410.0,38508.438,0.2684,0.1442
26412.0,45064.8906,0.2665,0.1459
26603.0,7856.2047,0.2747,0.1681
26201.0,156239.7332,0.2187,0.2053
26304.0,81149.8842,0.2288,0.1798
26305.0,9159.6945,0.21,0.2267
26203.0,7663.3425,0.2071,0.2339
26204.0,2384.151,0.2071,0.2339
26301.0,20710.7065,0.2085,0.2002
26302.0,5721.9624,0.2071,0.2339
26303.0,14282.1998,0.2071,0.2339
26802.0,14497.9087,0.2071,0.2339
26803.0,36363.9793,0.2071,0.2339
26804.0,2293.3262,0.2071,0.2339
13400.0,251904.3717,0.2309,0.2015
13502.0,93962.8558,0.2289,0.2057
13300.0,241292.8224,0.2108,0.207
15100.0,453203.0,0.2114,0.2117
15200.0,2553083.0,0.1998,0.2079
16400.0,716873.7912,0.1964,0.2344
15000.0,705247.199,0.2234,0.2117
16000.0,320377.1614,0.2203,0.2065
12501.0,1181418.1648,0.2198,0.1962
15900.0,2216752.8391,0.2278,0.1489
15500.0,113508.3414,0.1881,0.2412
15400.0,187632.056,0.2146,0.2104
15600.0,168770.8986,0.1851,0.2433
12502.0,114985.0,0.2281,0.2054
15700.0,221349.3844,0.2144,0.1976
15300.0,189070.3669,0.1888,0.2224
15800.0,137137.5442,0.1883,0.2024
30501.0,27794.3,0.234,0.1789
30502.0,100401.138,0.2439,0.1817
33801.0,64365.076,0.2368,0.1755
33803.0,1548547.1854,0.2329,0.1532
30401.0,96301.5034,0.1971,0.1528
30402.0,1113759.3476,0.2392,0.1691
30200.0,158584.8907,0.2307,0.1811
30403.0,48887.1524,0.2199,0.1987
33901.0,73492.0897,0.228,0.1903
33602.0,40651.396,0.237,0.1753
33603.0,6853.936,0.237,0.1753
33802.0,86124.2982,0.2407,0.1725
33601.0,176488.5176,0.235,0.1598
33700.0,128628.3964,0.237,0.1876
33902.0,236063.1748,0.2302,0.1851
38901.0,1166721.608,0.1938,0.2013
38801.0,2426426.3891,0.1956,0.1705
39203.0,264515.0,0.1915,0.2245
36902.0,177075.832,0.1828,0.2778
36800.0,309494.136,0.1937,0.2602
39100.0,477982.2052,0.246,0.1676
39201.0,42254.5492,0.2196,0.2282
39202.0,7287.3496,0.2196,0.2282
38802.0,77052.1852,0.2116,0.2075
39204.0,3492.7371,0.2171,0.199
39205.0,7321.1126,0.2171,0.199
38700.0,264039.6502,0.1965,0.2411
38902.0,79505.515,0.1851,0.2497
36502.0,7604.5038,0.2148,0.2236
36503.0,8278.62,0.2148,0.2236
16100.0,325386.8099,0.1612,0.2028
18202.0,34593.6645,0.1784,0.2367
18900.0,216289.007,0.1993,0.227
18800.0,920449.0,0.1908,0.215
18700.0,190290.068,0.1955,0.2229
19200.0,1258830.6985,0.2105,0.2001
16300.0,2465079.3432,0.1839,0.2244
16200.0,370327.7354,0.1885,0.2396
19100.0,1292776.0,0.2193,0.2027
19000.0,772912.0,0.203,0.2004
8300.0,1186567.1232,0.212,0.1907
8100.0,921504.2656,0.2161,0.176
8000.0,224689.7294,0.2268,0.1889
1301.0,69597.4496,0.2146,0.2033
1302.0,765343.409,0.1861,0.2534
8201.0,62743.9354,0.201,0.2106
8202.0,911204.2813,0.2104,0.1733
27601.0,202183.1016,0.2089,0.2154
27004.0,9807.9864,0.2809,0.1914
27008.0,20112.6772,0.2526,0.195
27009.0,11186.0507,0.2548,0.1947
27010.0,4524.2478,0.2423,0.1963
27011.0,22642.4958,0.2809,0.1914
27602.0,7807.4034,0.2809,0.1914
27603.0,4770.621,0.2809,0.1914
27604.0,933.6054,0.2809,0.1914
27605.0,11470.0092,0.2809,0.1914
26504.0,41909.1325,0.2298,0.2238
26602.0,19696.6405,0.2298,0.2238
26604.0,6582.9275,0.2298,0.2238
26605.0,52298.426,0.2298,0.2238
27012.0,2424.603,0.2298,0.2238
26501.0,47216.7319,0.2269,0.1982
26502.0,13741.0495,0.2269,0.1982
27006.0,29332.6524,0.2269,0.1982
27007.0,21419.4651,0.2269,0.1982
26503.0,310676.0327,0.2408,0.1584
4902.0,85751.24,0.2171,0.1918
5800.0,156482.0182,0.2055,0.2058
5600.0,1955806.0499,0.2251,0.1434
6301.0,101423.8895,0.1993,0.2203
6302.0,125731.7871,0.2047,0.188
302.0,931253.7324,0.2022,0.1912
100.0,632229.3308,0.1826,0.2233
200.0,289198.1546,0.2015,0.2035
6402.0,135946.6028,0.1942,0.251
5500.0,221003.7132,0.2233,0.1787
4901.0,207367.2388,0.2232,0.1861
4903.0,47707.1922,0.1997,0.2107
5700.0,165982.08,0.2234,0.1888
6502.0,252018.5188,0.2093,0.2047
30902.0,27324.4348,0.2664,0.1552
30903.0,287060.2876,0.2505,0.1592
30904.0,51013.9336,0.2732,0.1595
30905.0,7509.1408,0.2732,0.1595
30906.0,7388.5812,0.2732,0.1595
30908.0,45015.3024,0.2654,0.1545
31005.0,18066.7172,0.2732,0.1595
31007.0,33291.6724,0.2732,0.1595
32502.0,8074.3428,0.2658,0.1641
30802.0,368665.552,0.2359,0.1381
30907.0,1072.544,0.264,0.1536
32503.0,12252.3114,0.2213,0.1986
32601.0,150813.961,0.2272,0.1664
32602.0,30477.7416,0.233,0.1854
32603.0,3815.514,0.234,0.1843
32604.0,19301.001,0.234,0.1843
33000.0,2826120.8082,0.2457,0.1375
33100.0,5564339.6923,0.2428,0.1232
33200.0,243308.1798,0.2467,0.1677
33400.0,328467.8384,0.2418,0.1793
33300.0,563073.1549,0.2265,0.1988
32702.0,69134.3883,0.2107,0.2147
32302.0,19908.2772,0.2119,0.1955
32402.0,18769.7538,0.2128,0.2077
32403.0,27199.746,0.2128,0.2077
32501.0,213270.6382,0.2331,0.1702
32701.0,57690.0124,0.2126,0.2069
32301.0,128020.6538,0.2286,0.1688
31401.0,384583.4891,0.2952,0.1074
31202.0,76105.6798,0.2121,0.2038
32900.0,512887.2648,0.2576,0.1427
31201.0,2606151.7556,0.2124,0.1282
31800.0,319083.84,0.2012,0.1334
32000.0,7416845.4449,0.2537,0.1295
32201.0,222975.1091,0.2052,0.1861
32802.0,115720.24,0.2209,0.2126
32801.0,344306.1,0.2326,0.1693
32100.0,518061.5696,0.2341,0.1771
32202.0,107743.01,0.2303,0.1952
31900.0,496166.026,0.2488,0.1391
31102.0,49873.4037,0.2427,0.1718
31101.0,178264.0494,0.2336,0.1924
31103.0,20832.8064,0.2259,0.2167
31301.0,2769072.9253,0.2371,0.1464
31302.0,47317.0952,0.2182,0.2004
31303.0,86135.6628,0.1878,0.2741
31502.0,26787.6894,0.2443,0.1787
31503.0,291865.5078,0.3052,0.1078
31700.0,542102.4808,0.2309,0.1718
31600.0,1434744.0682,0.2932,0.1305
31304.0,3547.5501,0.211,0.1831
31403.0,16426.4784,0.211,0.1831
32303.0,5611.0248,0.211,0.1831
32304.0,31213.1442,0.2657,0.145
32305.0,50392.0983,0.2708,0.1415
32401.0,47114.3115,0.211,0.1831
30605.0,2172.7848,0.2775,0.1464
31402.0,34013.22,0.2775,0.1464
31404.0,17554.8828,0.2775,0.1464
31501.0,18351.2514,0.2875,0.1352
32306.0,56728.233,0.2716,0.141
36100.0,2049615.8839,0.2546,0.1238
36404.0,96127.136,0.2317,0.1976
35902.0,63088.2864,0.2655,0.1619
35903.0,10332.903,0.2743,0.1595
36402.0,59014.0836,0.2743,0.1595
35901.0,277787.8528,0.2415,0.2158
35904.0,30330.72,0.2562,0.1643
35905.0,2696.064,0.2562,0.1643
36000.0,774306.136,0.3026,0.0835
20200.0,353608.6288,0.1752,0.2123
17300.0,208937.3209,0.1691,0.2363
2300.0,267023.8303,0.1893,0.2112
2400.0,1365627.2698,0.2083,0.1767
17600.0,377990.9439,0.1992,0.2107
17502.0,166388.9616,0.2118,0.2052
2500.0,642234.5269,0.2122,0.1959
11303.0,62558.4015,0.177,0.279
19903.0,47055.1802,0.177,0.279
2200.0,150286.6134,0.1876,0.2465
16600.0,510121.2643,0.1831,0.21
402.0,79592.2806,0.1879,0.2439
17200.0,214806.6843,0.2017,0.1839
11301.0,413269.0,0.2471,0.1408
11201.0,175439.3841,0.1894,0.2419
11203.0,73587.1554,0.1866,0.2337
38502.0,127137.0,0.2258,0.1966
39303.0,111705.0,0.1367,0.3657
38501.0,127076.4827,0.2316,0.1663
39000.0,306084.3183,0.2725,0.1529
39400.0,5103608.2722,0.2007,0.1637
39301.0,17874.82,0.1558,0.3015
38602.0,100831.5084,0.2015,0.2608
39302.0,234894.0,0.1761,0.1987
16702.0,287350.0496,0.183,0.1846
16701.0,57144.9411,0.2003,0.226
16703.0,40198.608,0.2037,0.2165
16802.0,51465.2201,0.1897,0.2363
16901.0,308352.0594,0.199,0.2292
16902.0,19768.8198,0.1885,0.2325
16801.0,153562.6339,0.203,0.2348
11202.0,38001.0064,0.2049,0.2296
21001.0,47102.4632,0.1804,0.2721
21101.0,97505.7945,0.1974,0.251
21102.0,62820.3247,0.2057,0.2406
22700.0,391793.3267,0.1936,0.2249
21004.0,71187.336,0.1659,0.2943
22602.0,65382.968,0.1816,0.2593
22601.0,364765.5996,0.2127,0.1969
22500.0,622856.198,0.2059,0.1951
22400.0,200124.8644,0.2008,0.2283
23100.0,770191.4714,0.1939,0.1702
23000.0,123092.8578,0.2169,0.2151
24000.0,637753.0,0.215,0.1915
24100.0,1748999.0,0.2169,0.1823
34301.0,43071.964,0.1894,0.2307
27703.0,21406.291,0.2134,0.2095
34302.0,12450.6686,0.224,0.2028
34601.0,61919.868,0.2134,0.2095
34604.0,2503.361,0.2134,0.2095
34602.0,14743.1,0.2049,0.1793
34603.0,95063.5088,0.2049,0.1793
34303.0,39499.3016,0.2419,0.1916
